,Lactobacillus,Streptococcus,Anaerococcus,Peptoniphilus,Prevotella,Finegoldia,Campylobacter,Peptostreptococcus,Bacteroides,Dialister,Escherichia-Shigella,Porphyromonas,Actinotignum,Holdemanella,Ezakiella,Actinomyces,Flavobacterium,Corynebacterium,Mobiluncus,Limosilactobacillus,Murdochiella,Facklamia,Faecalibacterium,Staphylococcus,Bacillus,Limnohabitans,Fluviicola,Catenibacterium,Clostridium sensu stricto 1,Cutibacterium,Stenotrophomonas,Ureaplasma,Aerococcus,Atopobium,Gardnerella,Prevotella_7,Tabrizicola,Fenollaria,Fusobacterium,W5053,Gemella,Ligilactobacillus,Prevotella_9,Blautia,UCG-002,UCG-005,Mitsuokella,Coprococcus,[Eubacterium] hallii group,Veillonella,Haemophilus,Enterococcus,Micrococcus,Varibaculum,Levilactobacillus,Paracoccus,Subdoligranulum,Alistipes,Acidovorax,Erysipelotrichaceae UCG-003,[Eubacterium] siraeum group,Bifidobacterium,Rufibacter,Pseudohongiella,Fusicatenibacter,Butyricicoccus,Rickettsiella,Parabacteroides,Ramlibacter,Polaromonas,Parvimonas,Companilactobacillus,Dyadobacter,Brevibacterium,Pyramidobacter,Lawsonella,Megasphaera,Acidaminococcus,Fungi,Lactiplantibacillus,Megamonas,Sutterella,Reyranella,Fastidiosipila,Virgibacillus,Ferritrophicum,Sneathia,CL500-29 marine group,Mycoplasma,Methylobacterium-Methylorubrum,Polynucleobacter,Novosphingobium,Malikia,Aggregatibacter,Xanthobacter,Tessaracoccus,Rhodobacter,Pseudarcicella,Burkholderia-Caballeronia-Paraburkholderia,Capnocytophaga,Pseudomonas,Blastococcus,Solirubrobacter,Mycobacterium,Achromobacter,Gordonia,Alloprevotella,Cloacibacterium,Ureibacillus,Hyphomicrobium,Gallicola,Lacticaseibacillus,Sulfuritalea,Cyanobium PCC-6307,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Acinetobacter,Arcanobacterium,Mageeibacillus,Granulicatella,Pediococcus,Cohnella,Paenibacillus,Rhodoferax,Acetobacter,Lachnospiraceae NK4A136 group,Helcococcus,Nocardioides,Chryseobacterium,Arenimonas,Gaiella,Rikenellaceae RC9 gut group,Bradyrhizobium,Bauldia,Collinsella,Lactococcus,Spirochaeta,Ruminococcus,Roseburia,Methylotenera,Peptococcus,Olsenella,Pelomonas,[Agitococcus] lubricus group,1174-901-12,Bergeyella,Enhydrobacter,Slackia,Solobacterium,Pleurocapsa PCC-7319,Deinococcus,Planococcus,Anoxybacillus,Phenylobacterium,Microbacterium,Pseudoalteromonas,Lysinibacillus,JGI 0001001-H03,Aeromonas,Massilia,Alloscardovia,Simplicispira,Fretibacterium,Tannerella,Psychrobacter,Paeniglutamicibacter,Treponema,Bosea,Lachnospira,Intestinibacter,Oligoflexus,Brevundimonas,Sphingomonas,Halalkalibacillus,Comamonas,Tepidimonas,Sphingobacterium,Geobacillus,OLB8,Legionella,Ethanoligenens,Iamia,Tepidiphilus,Rothia,Yersinia,Latilactobacillus,Altererythrobacter,Kingella,Turicibacter,Globicatella,Tolumonas,Howardella,Candidatus Aquiluna,Xanthomonas,Dermabacter,NK4A214 group,Hymenobacter,[Ruminococcus] torques group,Lachnoclostridium,Kocuria,hgcI clade,Streptomyces,Pseudonocardia,Shuttleworthia,Ralstonia,Moraxella,Thermomonas,Buttiauxella,Arthrobacter,Actinoplanes,S5-A14a,Christensenellaceae R-7 group,Sphingobium,Mucilaginibacter,Pseudopropionibacterium,Haliangium,Brachybacterium,Rhodococcus,Thiobacillus,Rivicola,Choanozoa,Rhodoluna,Desulfatirhabdium,Paludibacter,Cellvibrio,Leptothrix,Friedmanniella,Azospirillum,Citrobacter
93,0.990243330745228,4.39489606070817E-05,1.46496535356939E-05,0,0.000175795842428,4.39489606070817E-05,0,0,0,2.92993070713878E-05,0,0,0,0,0,0,0.00030764272425,0,0,0.007866863948668,0,0,0,0,7.32482676784694E-05,7.32482676784694E-05,1.46496535356939E-05,0,0,5.85986141427755E-05,0,0,1.46496535356939E-05,2.92993070713878E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39489606070817E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92993070713878E-05,0,0,0,0,1.46496535356939E-05,1.46496535356939E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46496535356939E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0.00519549370444,0.330974155069582,0.042995361166335,0.153929754804506,0.445540092776673,0.00493041749503,0.000238568588469,0,0,0,0,0,0.000318091451292,0,0,0.000318091451292,0,0.000424121935056,0,0,0,0,0,0.000238568588469,0.000291583830351,0,0,0,0,0,0.000159045725646,0,0,0,0.001776010603048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609675281643,0,0,0,0.001431411530815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185553346587,0,0,0,0.001219350563287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004188204108681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.993544689451299,0.000331815028204,0.00015082501282,9.04950076920756E-05,0.000180990015384,0.000422310035896,3.01650025640252E-05,0,0,0.000120660010256,0,0,0,0,0,3.01650025640252E-05,0,0.000120660010256,0,0,0,0,0,0.000361980030768,0,0,0,0,0,0,0,0.003257820276915,0,6.03300051280504E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04950076920756E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03300051280504E-05,0,0,0,0,0,0,0,0,0,9.04950076920756E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120660010256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03300051280504E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04950076920756E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.008954906597933,0,0.000770600271039,0.002816676852762,0.615523609597959,0,0.000398586347089,0.001727207504052,0,0.007998299364919,0,0.000611165732203,0,0,0,0,0.000186006961975,0.000106289692557,0.027927616719369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032365211383626,0,0.000159434538836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016581192038902,0,0,0,0,0,0.023436877208833,0,0,0,0,0,0,0.01666090930832,0,0,0.005314484627853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239151808253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002391518082534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0.987418954899291,0.000284547062052,0.000406495802931,0.000304871852198,0.00111786345806,0.000325196642345,0,0,0,0.000101623950733,0,0,0,0,0,0,0.000752017235422,0.000609743704396,0.000101623950733,0.006199060994695,0,0,0,8.1299160586167E-05,0,4.06495802930835E-05,0,0,0,0,0,0,0,0.000121948740879,0,0,4.06495802930835E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06495802930835E-05,0,0,0.000406495802931,0,0,0,0,0,0,0.000121948740879,0,0,6.09743704396252E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.004790264111859,0,0.002822371828068,0.023045054375971,0.409709994821336,0.003392024857587,0.000776799585707,0,0,0.061211807353703,0,0.001372345934749,0,0,0,0,0,0.000466079751424,0.00486794407043,0,0,0,0,0,0.000569653029518,0,0,0,0,0,0,0,0,0.109994821336095,0.000466079751424,0.000932159502848,0,0,0.00145002589332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002019678922838,0,0,0,0,0,0.216468151216986,0,0,0,0,0,0,0.010849300880373,0,0,0,0,0.000621439668566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0.008817948431745,0,0.000967369870149,0.008445883097072,0.395245005022882,0,0,0,0,0.011757264575659,0,0.000297652267738,0,0,0,0,0.000372065334673,0,0.155597722960152,0,0,0,0,0,0.000260445734271,0,0,0,0,0,0,0,0.000223239200804,0.020128734605797,0,0,0,0,0,0,0.00081854373628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015477917922387,0,0,0,0,0,0.121479331770659,0,0,0,0,0,0,0.011794471109127,0,0,0.001153402537486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000334858801205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446478401607,0,0,0,0,0,0,0,0,0.001785913606429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.521793693835018,0,0.028819218788517,0.013087421284988,0.343029379467987,0.001860027340161,0,0.003630414808507,0,0.007328059520875,0,0.000246509647491,0,0,0,0.000291329583399,0,0,0,0,0.000112049839769,0,0,0,0,0,0,0,0,0,0,0.000134459807722,0,0.040696501804002,0,0.000336149519306,0,0.004952602917778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112049839769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015799027407391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002644376218542,0,0,0,0,0,0,0.000313739551352,0.000201689711584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M289,0.997147531356181,0.000167792273166,0,0,0.000167792273166,0,0,0,0,0,0.000125844204874,0,0,0,0,0,0,4.19480682914552E-05,0,0.001468182390201,0,0,0,0,4.19480682914552E-05,0,0,0,0,0,0,0.00029363647804,8.38961365829104E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38961365829104E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19480682914552E-05,4.19480682914552E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.997464156832147,9.75324295328197E-05,2.43831073832049E-05,2.43831073832049E-05,0.000146298644299,0,0,0,0,2.43831073832049E-05,0,0,0,0,0,0,0,0,0,2.43831073832049E-05,0,0,0,4.87662147664098E-05,7.31493221496147E-05,0,0,0,0,2.43831073832049E-05,0,0.001267921583927,0,0,0,0.000121915536916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87662147664098E-05,0,0,0,0,0,0,2.43831073832049E-05,0,0,0,0,0,0,0,2.43831073832049E-05,0,0,0,0,0,2.43831073832049E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43831073832049E-05,2.43831073832049E-05,2.43831073832049E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.994649212908774,0.000406086520316,0.000262761866087,0.000429973962688,0.00062107350166,0.000859947925376,0,7.16623271146358E-05,0,0.000119437211858,0,0,0,0,0,7.16623271146358E-05,0.000167212096601,0.000214986981344,0,0.000692735828775,0,0.000262761866087,0,0,0,4.77748847430906E-05,0,0,0,9.55497694861811E-05,0,9.55497694861811E-05,0,0,0,0.000143324654229,0,0,0,0,0,0,9.55497694861811E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16623271146358E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.997271644314645,1.92137724320793E-05,3.84275448641586E-05,0,1.92137724320793E-05,0,0,0,0,1.92137724320793E-05,0,0,0,0,0,0,9.60688621603966E-05,1.92137724320793E-05,0,0.001882949698344,0,0,0,0,3.84275448641586E-05,0,0,0,0,0,0,3.84275448641586E-05,0,3.84275448641586E-05,0,1.92137724320793E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68550897283173E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92137724320793E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92137724320793E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84275448641586E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.982029732624203,5.44553556842315E-05,3.63035704561544E-05,0,0.000127062496597,3.63035704561544E-05,0,0,0,0,0,0,0,0,0,0,0.000272276778421,3.63035704561544E-05,0,0.003122107059229,0,0,0,0,3.63035704561544E-05,0,3.63035704561544E-05,0,0,1.81517852280772E-05,0,0.01227060681418,0,0,0.000526401771614,5.44553556842315E-05,3.63035704561544E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81517852280772E-05,1.81517852280772E-05,0,0,0,0,0,0,0,0,3.63035704561544E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81517852280772E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0.998820583538975,0.00016330381768,1.81448686311511E-05,1.81448686311511E-05,0.000272173029467,0,0,0,0,1.81448686311511E-05,0,0,0,0,0,0,9.07243431557555E-05,0,0,1.81448686311511E-05,0,0,1.81448686311511E-05,5.44346058934533E-05,0,0,0,0,0,1.81448686311511E-05,0,1.81448686311511E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25794745246044E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81448686311511E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81448686311511E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81448686311511E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M259,0.997693194925029,0.000411929477673,0,0,8.23858955346845E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000906244850882,0,0,0,0.000576701268743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23858955346845E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M166,0.96013345396969,0.000113096584483,0,0,0.000169644876725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65482922415743E-05,0,0,0,0,0,0,0,0,0.000113096584483,5.65482922415743E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038170097263063,0,0,5.65482922415743E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65482922415743E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65482922415743E-05,5.65482922415743E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M214,0.485154805914972,5.77634011090573E-05,0,0,0.123555914972274,0,0,0,0,0.003870147874307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018310998151571,0,0,0.007509242144177,0.02697550831793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041243068391867,0,0,0,0,0,0.128754621072089,0,0,5.77634011090573E-05,0,0,0,0,0,0,0.010050831792976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115526802218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006816081330869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.997972211791213,5.63274502440856E-05,1.87758167480285E-05,3.75516334960571E-05,0.000337964701465,0.000168982350732,0,0,3.75516334960571E-05,1.87758167480285E-05,0,0,0,0,0,0,3.75516334960571E-05,0.000244085617724,0,0.000112654900488,0,0,0,0,0,0,0,0,0,1.87758167480285E-05,0,0.000300413067968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63274502440856E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75516334960571E-05,0,0,9.38790837401427E-05,0,0,0,0,0,0,0,0,0,0,1.87758167480285E-05,0,0,0,0,0,0,0,0,0,0,0,1.87758167480285E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75516334960571E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M180,0.995592976596386,0,0,0,0.000115974300095,2.31948600190198E-05,0,0,0,0,0.000139169160114,0,0,0,0,0,2.31948600190198E-05,2.31948600190198E-05,0,0.000904599540742,0,0,0,2.31948600190198E-05,4.63897200380396E-05,0,0,0,0,0,0,0.002644214042168,0,0,0,0,0,0,2.31948600190198E-05,0,0,0,0,0,0,0,0,0,0,4.63897200380396E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31948600190198E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31948600190198E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63897200380396E-05,4.63897200380396E-05,2.31948600190198E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 M291,0.991984464735776,0.00045448911292,0.000123951576251,0.000289220344585,0.001239515762509,0.000123951576251,0,0,0.000206585960418,0,0.001652687683345,0,0,0,0,0,0,0,0,0,0,0,8.2634384167252E-05,0,0,0,0,0,0,0,0,8.2634384167252E-05,0,0,0,0,0,0,0.000289220344585,0,0,0,0,0,0,0,0,0.000206585960418,0,0,0,0,0,0,0,0,0,0,0,0.000206585960418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000661075073338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330537536669,0.000123951576251,8.2634384167252E-05,8.2634384167252E-05,8.2634384167252E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
